,epoch,train_loss,val_loss
109,110,1334.9608511924744,1348.034243106842
110,111,1344.7550964355469,0.0
111,112,1318.102292060852,0.0
112,113,1342.7220015525818,0.0
113,114,1324.1025214195251,0.0
114,115,1328.3936715126038,0.0
115,116,1328.4958300590515,0.0
116,117,1347.2231788635254,0.0
117,118,1340.8528242111206,0.0
118,119,1339.6504373550415,0.0
119,120,1327.809998512268,1340.3485655784607
120,121,1363.401439666748,0.0
121,122,1358.466362953186,0.0
122,123,1340.810540676117,0.0
123,124,1366.4091501235962,0.0
124,125,1317.243899345398,0.0
125,126,1330.134624004364,0.0
126,127,1339.7039413452148,0.0
127,128,1294.4554147720337,0.0
128,129,1303.665803194046,0.0
129,130,1317.7805795669556,1332.736099243164
130,131,1353.989290714264,0.0
131,132,1377.9330387115479,0.0
132,133,1325.2125115394592,0.0
133,134,1321.0850121974945,0.0
134,135,1289.9870018959045,0.0
135,136,1288.2357029914856,0.0
136,137,1312.7128553390503,0.0
137,138,1328.4836955070496,0.0
138,139,1371.1881265640259,0.0
139,140,1351.491178035736,1323.342342376709
140,141,1386.3143515586853,0.0
141,142,1342.689453125,0.0
142,143,1294.4050269126892,0.0
143,144,1316.62402009964,0.0
144,145,1356.486720085144,0.0
145,146,1336.2484130859375,0.0
146,147,1318.5609331130981,0.0
147,148,1371.7587366104126,0.0
148,149,1322.256549835205,0.0
149,150,1295.7432601451874,1321.8417325019836
150,151,1299.5181617736816,0.0
151,152,1322.3191409111023,0.0
152,153,1324.7435417175293,0.0
153,154,1315.83052277565,0.0
154,155,1332.2070770263672,0.0
155,156,1314.8844151496887,0.0
156,157,1307.1433172225952,0.0
157,158,1336.2452821731567,0.0
158,159,1307.0501294136047,0.0
159,160,1335.1402583122253,1308.2809205055237
160,161,1320.4095153808594,0.0
161,162,1331.6886558532715,0.0
162,163,1333.6382102966309,0.0
163,164,1332.1677203178406,0.0
164,165,1339.5113649368286,0.0
165,166,1347.0578575134277,0.0
166,167,1324.7428283691406,0.0
167,168,1322.9536595344543,0.0
168,169,1328.0847482681274,0.0
169,170,1333.310589313507,1308.6856503486633
170,171,1331.405174255371,0.0
171,172,1292.6930813789368,0.0
172,173,1310.0630207061768,0.0
173,174,1292.9806816577911,0.0
174,175,1340.6303081512451,0.0
175,176,1312.3345346450806,0.0
176,177,1311.7978053092957,0.0
177,178,1357.5449738502502,0.0
178,179,1311.2122764587402,0.0
179,180,1330.9234113693237,1315.0115690231323
180,181,1291.2790322303772,0.0
181,182,1317.122299194336,0.0
182,183,1324.8940796852112,0.0
183,184,1306.1046023368835,0.0
184,185,1340.069375038147,0.0
185,186,1365.8995270729065,0.0
186,187,1315.6252660751343,0.0
187,188,1302.9420437812805,0.0
188,189,1339.9312376976013,0.0
189,190,1317.4872975349426,1305.2706499099731
190,191,1319.343365430832,0.0
191,192,1284.1310021877289,0.0
192,193,1330.3128335475922,0.0
193,194,1314.015809059143,0.0
194,195,1312.8130044937134,0.0
195,196,364163.3698949814,0.0
196,197,1942.212277173996,0.0
197,198,1352.590533733368,0.0
198,199,1300.4501132965088,0.0
199,200,1314.9315848350525,1311.9980454444885
200,201,1354.0567240715027,0.0
201,202,1324.547661781311,0.0
202,203,1323.1302599906921,0.0
203,204,1292.5388934612274,0.0
204,205,1340.074936389923,0.0
205,206,1336.8475966453552,0.0
206,207,1349.8571672439575,0.0
207,208,1285.2896237373352,0.0
208,209,1299.0580899715424,0.0
209,210,1288.1994392871857,1306.7064707279205
210,211,1365.4508571624756,0.0
211,212,1301.518161058426,0.0
212,213,1371.2361602783203,0.0
213,214,1324.9972233772278,0.0
214,215,1352.3695578575134,0.0
215,216,1359.7993340492249,0.0
216,217,1305.37322473526,0.0
217,218,1308.544052362442,0.0
218,219,1305.0235171318054,0.0
219,220,1285.573715209961,1316.9212763309479
220,221,1345.704053401947,0.0
221,222,1323.2297763824463,0.0
222,223,1323.5520386695862,0.0
223,224,1358.7525444030762,0.0
224,225,1344.5155110359192,0.0
225,226,1276.5652351379395,0.0
226,227,1292.8515915870667,0.0
227,228,1340.5547671318054,0.0
228,229,1268.9452769756317,0.0
229,230,1316.8639888763428,1311.54474401474
230,231,1310.6294522285461,0.0
231,232,1307.6402339935303,0.0
232,233,1329.0433835983276,0.0
233,234,1320.9346070289612,0.0
234,235,1285.8065152168274,0.0
235,236,1328.9228177070618,0.0
236,237,1338.989559173584,0.0
237,238,1311.949298620224,0.0
238,239,1332.9820647239685,0.0
239,240,1315.545602798462,1309.7314891815186
240,241,1304.0646896362305,0.0
241,242,1304.2513880729675,0.0
242,243,1315.2666778564453,0.0
243,244,1317.6794877052307,0.0
244,245,1318.080261707306,0.0
245,246,1332.980537891388,0.0
246,247,1320.387035369873,0.0
247,248,1325.8656206130981,0.0
248,249,1327.070065021515,0.0
249,250,1354.079421043396,1311.10018825531
